name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_00819_1	2171126	2170998	129	-	utr3E	3276	5440	4315	1590	433	881	158	214	159	302	290	359	694	820	1090	97	164	70	702	527	1558	290	208	349	804	981	511
CNAG_00821_1	2173851	2173780	72	-	utr3E	3791	6101	4830	2017	467	1106	116	203	134	491	532	563	647	838	1114	85	139	63	645	420	1359	155	100	171	515	904	459
CNAG_00823_1	2179150	2179150	1	-	utr3E	2	3	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00823_2	2179230	2179230	1	-	utr3E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00826_1	2191971	2191898	74	-	utr3E	31	44	23	10	4	9	23	40	31	48	50	43	1	8	7	64	76	48	18	6	22	62	27	35	29	56	26
CNAG_00828_1	2195840	2195824	17	-	utr3E	59	53	26	67	13	34	26	42	26	50	52	49	24	31	38	51	63	25	28	22	62	55	34	39	74	124	69
CNAG_00829_1	2200145	2200080	66	-	utr3E	0	0	0	980	232	565	224	286	226	573	601	518	470	492	740	170	288	128	390	291	908	61	59	111	400	601	399
CNAG_00832_1	2207828	2207827	2	-	utr3E	25	49	41	16	3	5	8	6	5	15	33	32	3	5	7	11	16	2	7	5	14	1	1	2	12	11	2
CNAG_00832_2	2207987	2207983	5	-	utr3E	5	9	2	0	0	0	5	7	3	4	1	4	2	2	4	0	0	0	0	0	0	0	0	0	7	4	6
CNAG_00832_3	2207987	2207987	1	-	utr3E	0	0	0	0	0	0	5	7	3	4	1	4	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00836_1	2218042	2218038	5	-	utr3E	26	41	29	2	3	2	0	0	0	7	12	8	0	0	0	0	0	0	7	3	12	0	0	0	0	0	0
CNAG_00838_1	2222726	2222714	13	-	utr3E	0	0	0	20	2	17	6	10	11	41	40	40	11	8	16	8	8	5	8	12	21	0	0	0	12	18	10
CNAG_00839_1	2223842	2223836	7	-	utr3E	9	7	9	12	4	17	6	3	5	4	3	4	12	12	14	9	12	4	12	8	25	1	1	5	12	11	6
CNAG_00841_1	2226193	2226186	8	-	utr3E	38	62	50	23	7	20	12	8	12	4	8	10	11	9	11	7	10	4	11	12	30	0	0	0	11	12	9
CNAG_00846_1	2239758	2239717	42	-	utr3E	35	48	23	49	13	27	17	22	9	18	12	9	17	18	25	11	12	9	10	16	44	51	34	37	25	41	30
CNAG_00846_2	2240995	2240980	16	-	cdsE	4	3	8	1	1	2	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	1
CNAG_00848_1	2244809	2244656	154	-	utr3E	377	390	138	55	22	16	129	130	151	514	524	552	35	61	45	69	105	59	30	19	33	441	363	533	89	157	127
CNAG_00848_2	2245680	2245564	117	-	cdsE	556	670	266	230	40	109	231	286	228	1129	1020	970	167	174	140	128	151	85	68	41	140	976	739	1096	461	747	518
CNAG_00848_3	2245841	2245800	42	-	cdsE	522	548	181	106	41	51	150	199	152	718	792	749	45	76	58	83	106	45	21	13	60	451	333	605	146	203	168
CNAG_00850_1	2251231	2251217	15	-	utr3E	88	73	58	43	6	11	11	9	9	51	65	65	11	18	26	6	5	2	13	21	39	15	8	20	15	29	18
CNAG_00851_1	2253171	2253171	1	-	cdsE	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_00854_1	2258678	2258676	3	-	utr3E	85	117	95	44	9	22	17	25	15	76	78	46	74	66	108	4	9	3	13	12	46	0	0	0	14	26	14
CNAG_07028_1	591629	591587	43	-	utr3E	199	337	237	146	32	64	25	35	22	89	100	88	86	95	108	22	49	16	40	38	130	26	21	34	46	80	55
CNAG_07030_1	588814	588813	2	-	utr3E	32	42	27	10	3	3	5	4	3	1	4	3	3	3	6	0	0	0	2	5	9	1	3	6	3	1	5
CNAG_07114_1	727052	727036	17	-	utr3E	135	205	162	143	45	108	29	24	33	111	126	123	61	55	97	20	33	17	41	39	114	1	6	3	37	49	35
CNAG_07114_2	727146	727138	9	-	utr3E	65	138	76	27	10	7	7	13	7	12	22	19	15	20	24	1	1	1	18	16	40	0	0	0	28	24	3
CNAG_07253_1	896502	896493	10	-	utr3E	86	171	132	85	30	60	13	22	15	56	69	42	22	20	51	14	24	11	22	25	82	2	4	1	17	30	15
CNAG_07303_1	6210	6210	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_07304_1	9235	9235	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07308_1	126992	126992	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1
CNAG_07309_1	282130	282085	46	-	utr3E	151	221	118	66	20	40	45	34	31	111	102	82	44	42	61	28	31	15	30	14	79	21	20	39	52	70	44
CNAG_07309_2	283294	283294	1	-	cdsI	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07309_3	283600	283600	1	-	cdsI	4	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07311_1	306776	306776	1	-	utr3E	13	31	27	14	2	4	1	5	4	1	1	9	5	7	4	1	2	1	0	0	0	0	0	0	3	6	1
CNAG_07311_2	306938	306907	32	-	cdsE	11	15	14	8	3	5	1	2	1	4	6	4	4	3	2	1	4	4	4	2	13	0	0	0	1	6	4
CNAG_07314_1	457213	457202	12	-	utr3E	20	25	13	7	2	4	7	15	13	7	7	13	7	9	11	11	17	2	4	6	12	1	1	1	15	16	7
CNAG_07315_1	459904	459901	4	-	utr3I	93	135	96	27	14	13	16	14	14	42	27	34	21	18	25	11	11	8	11	13	40	4	2	1	10	31	17
CNAG_07315_2	460931	460931	1	-	cdsI	7	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	1	4	3	1	2
CNAG_07316_1	533371	533368	4	-	utr3E	36	51	11	0	0	0	5	2	1	12	10	14	5	10	9	4	6	1	3	4	3	3	4	6	23	18	16
CNAG_07317_1	535788	535758	31	-	utr3E	819	990	570	357	85	185	99	128	104	335	361	384	184	170	241	83	98	40	149	92	270	106	98	135	115	177	129
CNAG_07319_1	541208	541198	11	-	utr3E	152	181	72	56	19	26	32	39	30	60	64	63	32	50	55	9	33	15	26	19	67	73	49	84	37	73	46
CNAG_07321_1	545084	545084	1	-	utr3E	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_07321_2	545150	545150	1	-	utr3E	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07321_3	545237	545237	1	-	utr3E	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07321_4	547339	547339	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07322_1	548770	548677	94	-	utr3E	86	126	83	33	12	30	6	12	5	47	62	35	21	21	12	3	7	3	8	15	23	1	1	1	0	0	0
CNAG_07322_2	549120	549109	12	-	cdsE	8	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07325_1	557588	557580	9	-	utr3E	8	18	6	46	13	24	14	30	19	0	0	0	30	38	42	19	26	16	34	20	70	13	9	15	23	36	23
CNAG_07325_2	557781	557755	27	-	cdsE	15	21	12	0	0	0	0	0	0	7	13	9	1	2	1	0	0	0	1	1	4	0	0	0	1	1	1
CNAG_07328_1	561737	561736	2	-	utr3E	3	10	4	12	5	13	16	14	14	0	0	0	13	18	34	14	15	9	5	13	19	4	2	9	10	15	11
CNAG_07328_2	561922	561922	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07331_1	570144	570144	1	-	utr3E	7	11	9	15	7	9	7	6	8	4	6	4	3	5	10	6	13	4	4	8	17	1	2	12	6	4	5
CNAG_07331_2	571352	571352	1	-	utr5E	7	5	6	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07332_1	571948	571941	8	-	utr3E	14	25	18	7	3	5	2	3	1	10	5	9	6	4	7	1	1	2	3	1	2	0	0	0	6	6	5
CNAG_07334_1	580360	580302	59	-	utr3E	20	32	8	30	11	20	76	83	84	9	6	8	21	26	33	125	216	108	27	17	78	10	9	23	125	218	124
CNAG_07334_2	580928	580928	1	-	cdsE	3	5	4	0	0	0	7	8	3	0	0	0	0	0	0	11	8	2	1	1	3	0	0	0	6	2	6
CNAG_07336_1	583881	583881	1	-	utr3E	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07336_2	584896	584896	1	-	cdsI	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07338_1	595354	595354	1	-	utr3E	5	8	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07338_2	595993	595993	1	-	cdsE	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07340_1	599156	599101	56	-	utr3E	12	21	11	46	15	39	25	39	28	5	7	9	44	29	40	24	27	10	26	29	73	9	5	21	47	75	43
CNAG_07341_1	600396	600396	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07341_2	600560	600543	18	-	utr3E	28	37	18	72	18	31	11	11	13	4	6	6	31	28	52	14	20	9	34	28	84	30	16	18	152	169	116
CNAG_07347_1	761135	761086	50	-	utr3E	218	295	177	137	37	87	68	74	52	51	69	45	100	241	319	59	104	53	71	96	245	193	244	265	49	85	73
CNAG_07349_1	765879	765879	1	-	utr3E	6	9	9	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07351_1	828983	828945	39	-	utr3E	174	273	184	59	18	40	32	37	29	132	134	115	35	34	61	25	45	15	35	33	84	11	8	16	37	73	37
CNAG_07351_2	829886	829861	26	-	cdsE	18	23	16	15	6	15	6	11	6	18	10	9	15	12	25	6	19	9	14	9	23	4	2	7	14	31	15
CNAG_07353_1	870058	870056	3	-	utr3E	0	0	0	12	4	11	5	11	9	5	3	11	8	7	8	6	6	5	4	4	19	0	0	0	5	6	2
CNAG_07353_2	870058	870058	1	-	utr3E	0	0	0	12	4	11	5	11	9	5	3	11	8	7	8	6	6	5	4	4	19	0	0	0	5	6	2
CNAG_07355_1	872731	872704	28	-	utr3E	6	7	8	40	17	22	16	20	8	1	2	1	11	20	24	16	14	11	15	13	27	0	0	0	13	24	19
CNAG_07357_1	958315	958310	6	-	cdsE	5	7	3	0	0	0	0	0	0	2	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07358_1	1002308	1002308	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_07358_2	1003259	1003259	1	-	utr3E	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07358_3	1004127	1004127	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07358_4	1004365	1004365	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1
CNAG_07358_5	1005842	1005842	1	-	utr5E	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07358_6	1006337	1006337	1	-	utr5E	1	5	2	0	0	0	0	0	0	0	0	0	1	1	2	1	1	3	0	0	0	0	0	0	0	0	0
CNAG_07359_1	1122450	1122445	6	-	utr3E	43	116	47	168	41	86	92	126	107	50	61	62	83	72	132	98	121	66	79	70	161	145	137	203	119	205	98
CNAG_07359_2	1123688	1123688	1	-	cdsE	6	5	5	0	0	0	0	0	0	2	3	3	0	0	0	2	2	1	0	0	0	3	2	2	0	0	0
CNAG_07359_3	1125767	1125718	50	-	cdsE	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	1
CNAG_07359_4	1126051	1126039	13	-	cdsE	3	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07359_5	1126145	1126142	4	-	cdsE	2	6	5	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07360_1	1189685	1189678	8	-	utr3E	8	16	10	4	1	5	1	5	4	1	1	1	10	6	15	0	0	0	5	1	8	8	5	6	3	8	3
CNAG_07361_1	1228098	1228088	11	-	utr3E	78	131	110	28	6	22	10	11	10	24	34	27	11	12	17	7	13	4	9	6	18	1	1	1	10	11	17
CNAG_07361_2	1228160	1228158	3	-	utr3E	6	13	8	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	3
CNAG_07362_1	1229628	1229603	26	-	utr3E	578	880	719	223	67	138	32	53	25	64	75	65	59	93	113	14	13	11	90	75	213	249	181	243	166	213	120
CNAG_07362_2	1229773	1229765	9	-	utr3E	62	85	62	106	19	61	16	16	24	44	32	31	32	30	53	35	47	36	42	18	77	71	57	66	29	41	41
CNAG_07364_1	1266233	1266183	51	-	utr3E	38	54	34	21	5	14	10	17	18	53	67	53	6	8	10	5	10	2	10	11	19	3	1	3	10	27	17
CNAG_07364_2	1266285	1266285	1	-	utr3E	2	12	6	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07367_1	1422214	1422214	1	-	utr3E	2	2	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	29	26	5
CNAG_07373_1	1584690	1584688	3	-	utr3E	62	96	45	38	8	25	1	4	1	17	14	17	10	18	20	11	8	4	20	16	54	13	9	29	20	12	8
CNAG_07373_2	1584819	1584741	79	-	utr3E	58	80	61	491	150	349	94	91	79	35	33	20	106	98	153	248	332	170	128	118	331	229	213	347	208	369	221
CNAG_07381_1	1883915	1883873	43	-	utr3E	42	48	34	47	9	18	7	4	4	8	3	5	4	5	9	0	0	0	13	6	27	2	4	6	9	14	7
CNAG_07381_2	1885852	1885852	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_07381_3	1886738	1886731	8	-	cdsE	14	19	24	0	0	0	0	0	0	0	0	0	2	6	4	0	0	0	3	2	3	0	0	0	0	0	0
CNAG_07382_1	1887205	1887190	16	-	utr3E	195	278	183	128	17	64	21	22	14	63	49	78	28	31	41	13	19	3	38	31	91	7	9	21	21	36	21
CNAG_07390_1	2271793	2271793	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07391_1	2272537	2272537	1	-	cdsE	17	41	32	7	3	7	5	3	2	5	2	2	2	8	6	0	0	0	3	4	4	2	3	1	1	2	1
CNAG_07391_2	2273485	2273485	1	-	cdsE	0	0	0	6	1	2	0	0	0	4	4	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07393_1	2282741	2282741	1	-	utr3I	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	2	3	4	0	0	0	0	0	0
CNAG_07947_1	212498	212486	13	-	utr3E	6	9	10	80	21	29	27	22	16	15	19	15	8	11	7	3	15	5	15	5	24	53	32	49	36	37	33
CNAG_07947_2	213021	213012	10	-	cdsI	6	8	9	21	3	10	1	3	1	0	0	0	4	8	10	3	5	1	2	3	1	4	7	13	6	10	11
CNAG_07947_3	213140	213137	4	-	utr5E	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07948_1	608963	608963	1	-	utr3E	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07948_2	609800	609800	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07949_1	785186	785186	1	-	utr3E	1	4	1	0	0	0	0	0	0	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07951_1	1026274	1026261	14	-	utr3E	47	60	51	49	9	23	2	7	6	23	19	17	12	8	16	1	4	4	6	3	16	12	11	10	11	24	18
CNAG_07951_2	1026385	1026380	6	-	cdsE	11	17	13	0	0	0	2	1	1	5	3	3	0	0	0	0	0	0	0	0	0	4	1	3	4	4	3
CNAG_07956_1	1569066	1569062	5	-	utr3E	7	17	5	0	0	0	0	0	0	0	0	0	10	2	2	4	2	1	2	7	14	0	0	0	1	3	3
CNAG_07956_2	1569066	1569066	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07956_3	1569129	1569128	2	-	utr3E	23	47	16	14	3	4	1	7	9	3	9	5	8	7	14	3	14	6	6	4	11	2	2	3	2	10	4
CNAG_07956_4	1569211	1569211	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
CNAG_07956_5	1569267	1569243	25	-	utr3E	9	7	4	4	3	4	0	0	0	4	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07957_1	1572053	1571990	64	-	utr3E	232	300	244	189	36	90	25	33	27	135	132	153	51	59	57	22	24	10	57	30	105	72	51	77	59	110	62
CNAG_07959_1	1682191	1682182	10	-	utr3E	86	132	68	37	12	22	7	18	10	18	16	23	16	24	27	12	13	2	21	15	51	7	6	3	17	29	15
CNAG_07959_2	1682292	1682269	24	-	utr3E	13	18	7	42	15	24	5	12	13	6	2	7	13	7	9	11	13	5	12	13	22	0	0	0	7	15	7
CNAG_07959_3	1682438	1682438	1	-	cdsE	4	5	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07959_4	1682617	1682579	39	-	cdsI	5	19	8	4	1	3	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_07960_1	2003259	2003257	3	-	utr3E	23	49	32	3	2	5	1	5	2	26	15	29	7	5	5	5	9	5	6	4	14	0	0	0	0	0	0
CNAG_07960_2	2003705	2003705	1	-	cdsE	8	5	2	0	0	0	0	0	0	3	6	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03595_1	283535	283535	1	-	utr3E	7	5	5	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03595_2	286303	286303	1	-	cdsE	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03596_1	287962	287833	130	-	utr3E	512	795	458	298	103	188	118	150	109	198	249	191	181	223	317	79	135	61	223	159	482	120	96	122	127	204	90
CNAG_03597_1	290169	290168	2	-	utr3E	3	5	8	4	3	4	0	0	0	6	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03597_2	291418	291418	1	-	cdsE	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03597_3	292490	292490	1	-	cdsE	3	4	1	0	0	0	0	0	0	3	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03599_1	296342	296323	20	-	utr3E	37	45	21	4	1	1	3	1	1	4	11	7	6	8	7	1	1	1	5	6	13	1	2	1	18	36	5
CNAG_03602_1	310489	310467	23	-	utr3E	156	271	175	148	45	88	35	19	14	30	20	17	32	30	39	21	37	18	51	42	106	146	106	110	74	131	60
CNAG_03602_2	310690	310681	10	-	cdsE	37	61	33	24	11	11	9	5	4	23	12	16	8	4	10	0	0	0	6	3	13	22	20	22	10	24	11
CNAG_03602_3	312739	312737	3	-	utr5I	16	25	26	14	2	7	6	3	8	33	35	23	3	2	5	4	4	2	6	4	17	2	1	1	2	4	1
CNAG_03602_4	313068	313065	4	-	utr5I	31	42	54	0	0	0	7	4	2	2	2	2	4	5	7	3	1	2	0	0	0	0	0	0	3	3	5
CNAG_03602_5	313361	313361	1	-	utr5I	10	15	12	8	1	4	3	2	1	0	0	0	6	5	8	2	3	4	4	3	11	2	2	2	2	6	4
CNAG_03604_1	315629	315566	64	-	utr3E	46	102	52	35	9	38	9	17	17	49	46	45	20	22	25	8	10	7	16	17	51	22	16	13	23	27	22
CNAG_03605_1	317120	317117	4	-	utr3E	36	60	55	84	22	48	23	38	31	24	11	14	34	29	53	27	38	13	34	28	82	7	5	17	60	68	55
CNAG_03607_1	323679	323679	1	-	utr3E	11	9	7	26	9	16	11	8	8	0	0	0	7	21	29	9	6	4	16	14	27	13	12	3	12	20	15
CNAG_03609_1	327469	327468	2	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03609_2	327980	327980	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
CNAG_03609_3	328499	328495	5	-	utr3E	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03609_4	328945	328926	20	-	utr3E	20	20	17	11	2	4	3	1	1	6	9	15	3	8	9	0	0	0	3	1	5	0	0	0	0	0	0
CNAG_03619_1	354339	354339	1	-	utr3E	15	26	23	0	0	0	3	7	2	13	10	17	3	1	2	0	0	0	1	2	5	0	0	0	2	10	1
CNAG_03621_1	361498	361409	90	-	utr3E	2469	3641	2424	2500	615	1396	242	330	260	811	878	670	897	1122	1608	222	351	150	791	612	1819	135	118	233	276	646	456
CNAG_03624_1	372670	372660	11	-	utr3E	30	48	24	157	54	134	22	31	25	1	2	3	55	43	53	26	29	12	74	50	143	101	75	150	117	173	117
CNAG_03629_1	387003	386983	21	-	utr3E	1132	1644	990	2140	595	1438	739	958	804	557	590	584	950	941	1575	711	974	441	1006	970	2659	280	255	411	878	1011	618
CNAG_03631_1	391022	391008	15	-	utr3E	403	588	313	112	25	72	54	50	38	351	355	304	63	77	88	26	43	22	49	51	129	90	56	79	33	83	48
CNAG_03633_1	393307	393305	3	-	utr3E	18	26	18	12	5	8	4	3	3	3	1	2	5	9	10	4	4	2	5	4	17	0	0	0	3	5	3
CNAG_03635_1	399984	399984	1	-	utr5I	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03637_1	402388	402362	27	-	utr3E	40	48	27	12	2	9	6	6	2	23	16	18	6	5	8	6	2	3	4	5	7	7	8	12	6	23	22
CNAG_03637_2	405492	405482	11	-	cdsE	9	10	9	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
CNAG_03639_1	408975	408969	7	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03639_2	409106	409050	57	-	utr3E	0	0	0	7	2	3	0	0	0	0	0	0	1	3	2	0	0	0	1	1	5	0	0	0	0	0	0
CNAG_03641_1	415410	415406	5	-	utr3E	296	423	299	214	67	152	50	82	43	157	161	110	108	100	170	44	53	28	86	73	289	23	29	31	83	138	79
CNAG_03646_1	430095	430054	42	-	utr3E	25	41	27	9	4	11	5	5	6	4	3	3	10	9	19	3	2	2	2	2	13	0	0	0	4	6	2
CNAG_03646_2	430152	430152	1	-	utr3E	3	4	2	5	2	3	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
CNAG_03651_1	441867	441860	8	-	utr3E	96	181	105	179	51	106	56	75	56	46	34	41	104	96	151	47	66	36	58	59	174	21	12	24	58	78	35
CNAG_03653_1	444203	444199	5	-	utr3E	32	47	25	5	4	9	0	0	0	5	8	5	4	3	2	0	0	0	5	4	9	0	0	0	4	2	2
CNAG_03654_1	447641	447641	1	-	utr3E	1	4	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3
CNAG_03654_2	447884	447830	55	-	utr3E	29	38	36	1	1	1	0	0	0	12	18	11	2	4	2	4	5	3	6	4	8	1	1	3	4	5	7
CNAG_03654_3	448908	448908	1	-	cdsE	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_03658_1	464833	464827	7	-	utr3E	22	45	26	19	4	7	10	8	8	5	1	2	12	11	20	0	0	0	2	3	10	0	0	0	3	9	3
CNAG_03659_1	466332	466328	5	-	utr3E	36	46	32	15	5	10	8	10	9	8	9	8	2	7	11	0	0	0	7	6	13	1	1	2	4	12	10
CNAG_03661_1	471383	471383	1	-	utr3E	40	70	56	19	6	13	8	11	4	33	39	33	8	11	15	11	10	5	20	7	14	3	2	3	12	8	5
CNAG_03661_2	471686	471680	7	-	utr3E	52	92	52	29	8	13	9	5	7	29	27	29	15	7	27	4	9	3	12	13	29	0	0	0	13	15	12
CNAG_03664_1	476995	476988	8	-	utr3E	39	52	42	43	14	24	13	20	10	0	0	0	13	10	13	10	13	8	13	7	15	0	0	0	9	24	14
CNAG_03666_1	482321	482304	18	-	utr3E	13	25	16	10	1	2	1	3	2	10	9	7	11	6	11	5	13	5	3	5	6	44	25	45	72	141	71
CNAG_03666_2	482407	482374	34	-	utr3E	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	3	1	3	0	0	0	13	7	16	26	27	16
CNAG_03667_1	485220	485094	127	-	utr3E	0	0	0	110	27	49	77	116	87	300	325	261	98	115	151	60	88	44	65	39	136	269	215	314	159	248	182
CNAG_03669_1	487778	487746	33	-	utr3E	7	19	8	0	0	0	2	2	1	1	3	1	0	0	0	2	2	2	0	0	0	4	6	5	5	2	2
CNAG_03669_2	487852	487842	11	-	utr3E	23	40	28	14	3	13	7	6	12	11	18	10	8	11	15	6	17	4	7	5	23	13	11	13	6	7	7
CNAG_03669_3	487978	487914	65	-	utr3E	6	12	2	5	4	4	0	0	0	13	13	5	1	1	3	0	0	0	2	3	7	9	8	7	1	2	4
CNAG_03671_1	495936	495936	1	-	utr3E	4	12	3	0	0	0	0	0	0	3	1	1	1	1	6	0	0	0	5	2	5	0	0	0	4	1	4
CNAG_03672_1	497477	497469	9	-	utr3E	187	238	167	60	11	38	16	26	15	94	112	104	28	23	40	8	11	4	22	25	73	33	27	32	44	47	44
