name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	upf1_Expo30_a	upf1_Expo30_b	upf1_Expo30_c	pab2_Expo30_a	pab2_Expo30_b	pab2_Expo30_c
CNC04835_1	1464643	1464637	7	-	utr3E	35	20	14	133	50	40	1	2	2	11	12	10	10	7	15	1	1	2
CNC04855_1	1470134	1470133	2	-	utr3E	0	0	0	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CNC04855_2	1471465	1471465	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
CNC04860_1	1472138	1472130	9	-	utr3E	99	67	44	24	25	11	24	29	28	71	62	40	26	30	33	5	4	5
CNC04880_1	1475639	1475630	10	-	utr3E	17	8	6	10	9	6	3	2	6	7	9	6	2	5	3	1	3	4
CNC04880_2	1475639	1475639	1	-	utr3E	0	0	0	0	0	0	3	2	6	0	0	0	2	5	3	1	3	4
CNC04880_3	1476181	1476181	1	-	cdsE	0	0	0	0	0	0	0	0	0	6	1	1	2	2	3	0	0	0
CNC04890_1	1477734	1477693	42	-	utr3E	1144	743	485	843	632	421	486	412	523	755	786	523	563	354	347	184	84	94
CNC04890_2	1477873	1477811	63	-	utr3E	263	266	173	113	82	41	163	138	184	277	304	210	142	74	103	16	6	22
CNC04920_1	1487786	1487764	23	-	utr3E	204	108	66	62	47	34	24	16	47	52	59	54	73	54	38	64	35	62
CNC04920_2	1487991	1487985	7	-	cdsE	186	132	83	33	43	17	52	57	66	63	79	64	66	56	44	18	12	19
CNC04930_1	1489115	1489068	48	-	utr3E	1642	766	487	638	434	332	252	267	326	361	382	283	841	695	613	279	185	332
CNC04930_2	1489838	1489835	4	-	cdsI	3	3	3	0	0	0	41	43	59	52	33	17	30	6	11	7	3	3
CNC04945_1	1492138	1492138	1	-	utr3E	0	0	0	3	2	1	0	0	0	1	1	1	0	0	0	0	0	0
CNC04945_2	1492342	1492318	25	-	utr3E	22	11	5	24	14	8	41	19	35	8	5	9	24	13	15	5	2	3
CNC04970_1	1499907	1499906	2	-	utr3E	0	0	0	6	1	4	6	5	4	6	7	3	1	3	2	0	0	0
CNC04970_2	1500152	1500126	27	-	utr3E	61	30	27	12	7	9	5	5	9	17	22	18	10	10	5	8	5	7
CNC04990_1	1503536	1503517	20	-	utr3E	312	276	171	255	163	135	154	94	187	203	232	176	192	141	161	64	25	43
CNC05010_1	1510379	1510379	1	-	utr3E	6	4	7	3	5	4	3	8	7	3	5	8	3	4	5	3	2	4
CNC05010_2	1510502	1510502	1	-	cdsE	8	5	5	5	5	12	0	0	0	5	3	5	1	4	2	0	0	0
CNC05010_3	1510555	1510555	1	-	cdsE	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNC05030_1	1513517	1513507	11	-	utr3E	1020	604	417	274	167	129	191	144	214	202	212	165	440	340	337	143	64	141
CNC05050_1	1516635	1516598	38	-	utr3E	180	90	55	111	55	51	102	97	160	111	112	96	34	34	31	31	11	26
CNC05050_2	1518583	1518577	7	-	cdsE	53	26	17	47	13	24	5	3	3	2	1	2	3	1	2	12	8	10
CNC05065_1	1520376	1520373	4	-	utr3E	25	9	10	24	17	12	3	1	5	9	9	7	14	10	14	6	2	2
CNC05065_2	1520652	1520652	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0
CNC05065_3	1520657	1520657	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNC05100_1	1532061	1532053	9	-	utr3E	561	223	142	116	74	56	119	136	177	189	196	157	209	204	206	208	129	200
CNC05110_1	1538017	1537974	44	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	4
CNC05120_1	1540352	1540279	74	-	utr3E	831	457	325	328	221	188	188	136	201	200	249	153	369	246	248	235	152	219
CNC05140_1	1543865	1543853	13	-	utr3E	2076	1037	659	612	310	288	336	265	429	770	817	697	642	498	443	277	140	224
CNC05145_1	1546112	1546059	54	-	utr3E	228	124	88	87	57	54	25	17	14	42	27	28	28	17	24	99	39	67
CNC05145_2	1547190	1547181	10	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	11	7	8
CNC05160_1	1548284	1548266	19	-	utr3E	660	399	284	270	246	170	155	175	236	315	352	259	355	218	223	151	96	147
CNC05210_1	1561477	1561454	24	-	utr3E	71	36	33	79	52	40	14	22	24	54	57	64	13	14	18	18	10	11
CNC05210_2	1562330	1562298	33	-	cdsE	0	0	0	1	1	1	1	2	5	9	4	8	0	0	0	0	0	0
CNC05230_1	1571038	1570985	54	-	utr3E	65	32	23	12	12	11	17	19	24	23	15	19	14	16	13	6	6	5
CNC05240_1	1573416	1573309	108	-	utr3E	45	26	20	25	19	16	4	2	3	20	18	15	18	14	17	0	0	0
CNC05240_2	1573575	1573536	40	-	utr3E	534	285	211	148	130	67	71	54	114	91	74	43	148	103	103	68	37	47
CNC05260_1	1578908	1578815	94	-	utr3E	4677	2892	2029	1709	1071	705	942	820	1106	1291	1309	1031	2346	1812	1746	416	224	317
CNC05290_1	1583097	1583097	1	-	utr3E	14	3	2	15	17	5	0	0	0	17	4	9	8	4	4	8	1	2
CNC05290_2	1583810	1583802	9	-	utr3E	305	117	74	90	40	37	39	27	38	59	63	51	71	55	57	24	11	27
CNC05300_1	1585675	1585616	60	-	utr3E	185	139	102	246	165	139	244	218	298	301	280	254	190	112	91	26	10	20
CNC05300_2	1585736	1585732	5	-	utr3E	25	18	9	33	23	12	6	3	7	24	20	23	15	6	11	0	0	0
CNC05310_1	1587149	1587144	6	-	utr3E	51	38	28	56	48	31	32	31	28	46	42	37	93	61	60	8	4	16
CNC05345_1	1598294	1598294	1	-	utr3E	0	0	0	2	2	2	0	0	0	2	5	1	0	0	0	0	0	0
CNC05345_2	1598427	1598427	1	-	utr3E	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0
CNC05345_3	1598615	1598605	11	-	utr3E	21	16	9	11	8	5	13	13	17	44	25	29	14	12	10	1	1	1
CNC05345_4	1598709	1598709	1	-	utr3I	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNC05345_5	1599688	1599687	2	-	utr5E	0	0	0	0	0	0	4	3	5	1	2	1	0	0	0	37	16	18
CNC05350_1	1599863	1599863	1	-	utr3E	14	5	3	4	10	3	1	4	7	13	4	8	8	6	2	4	2	3
CNC05350_2	1599926	1599917	10	-	utr3E	724	276	226	329	194	122	42	38	68	58	72	48	97	85	87	223	146	211
CNC05400_1	1614152	1614152	1	-	utr3E	10	5	2	3	6	1	5	1	1	6	2	4	0	0	0	0	0	0
CNC05430_1	1618635	1618633	3	-	utr3E	5	5	4	8	5	4	8	3	4	10	6	9	8	4	1	0	0	0
CNC05430_2	1618635	1618635	1	-	utr3E	0	0	0	8	5	4	8	3	4	0	0	0	8	4	1	0	0	0
CNC05430_3	1618976	1618976	1	-	cdsE	0	0	0	8	4	1	0	0	0	1	4	3	0	0	0	3	3	3
CNC05430_4	1619103	1619103	1	-	utr5I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNC05460_1	1624929	1624922	8	-	utr3E	289	176	129	108	92	71	159	145	203	184	209	152	222	140	152	87	42	75
CNC05460_2	1625050	1625029	22	-	utr3E	138	101	56	76	47	18	87	90	108	102	139	111	113	89	75	1	1	2
CNC05460_3	1630807	1630805	3	-	cdsE	33	53	22	17	18	11	7	11	9	15	18	10	6	6	3	20	7	13
CNC05470_1	1633187	1633180	8	-	utr3E	478	313	191	225	134	118	116	101	116	172	163	150	198	113	101	129	96	111
CNC05490_1	1636830	1636827	4	-	utr3E	23	9	13	11	14	3	16	9	28	28	26	20	25	23	7	24	6	11
CNC05490_2	1636964	1636920	45	-	utr3E	197	106	70	56	62	42	131	116	154	122	85	82	112	86	79	12	4	9
CNC05500_1	1639607	1639544	64	-	utr3E	39	31	21	9	9	5	17	12	16	59	37	45	7	6	5	0	0	0
CNC05500_2	1641709	1641709	1	-	cdsE	1	1	5	4	5	2	4	5	4	15	21	6	11	4	3	0	0	0
CNC05500_3	1642829	1642829	1	-	cdsE	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
CNC05560_1	1658588	1658496	93	-	utr3E	672	405	287	270	200	172	89	94	127	119	133	132	316	218	217	51	39	52
CNC05570_1	1660583	1660529	55	-	utr3E	21	5	6	9	6	2	3	3	7	6	6	7	0	0	0	7	4	5
CNC05570_2	1660724	1660692	33	-	utr3E	0	0	0	5	4	5	0	0	0	0	0	0	1	1	1	0	0	0
CNC05570_3	1662708	1662708	1	-	cdsI	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNC05580_1	1664318	1664268	51	-	utr3E	1685	886	572	897	590	502	187	219	253	432	376	296	712	560	565	340	193	313
CNC05600_1	1670002	1670002	1	-	utr3E	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNC05600_2	1670045	1670045	1	-	utr3E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNC05600_3	1670388	1670388	1	-	cdsI	0	0	0	0	0	0	0	0	0	5	5	2	0	0	0	0	0	0
CNC05620_1	1673214	1673197	18	-	utr3E	566	354	219	107	68	57	188	148	264	235	245	217	161	123	134	79	32	40
CNC05620_2	1673527	1673485	43	-	cdsE	17	10	6	4	2	1	8	2	8	35	40	35	16	1	5	10	2	6
CNC05650_1	1679716	1679709	8	-	utr3E	512	239	180	211	163	116	173	157	251	256	267	199	255	194	167	112	47	87
CNC05690_1	1689696	1689676	21	-	utr3E	171	136	96	115	100	74	44	47	46	262	278	245	1364	1003	940	150	87	119
CNC05710_1	1696617	1696612	6	-	utr3I	179	76	71	215	124	120	17	15	31	37	32	25	78	45	50	11	17	26
CNC05720_1	1699282	1699133	150	-	utr3E	775	448	344	437	297	197	155	129	182	247	253	225	312	213	229	111	64	82
CNC05730_1	1699970	1699961	10	-	utr3E	298	209	174	225	153	99	60	44	69	66	66	75	149	79	75	56	23	26
CNC05730_2	1701478	1701443	36	-	cdsE	14	8	6	8	10	3	9	7	15	17	18	18	27	22	16	5	3	4
CNC05750_1	1705507	1705504	4	-	utr3E	1	3	3	16	10	5	11	5	6	14	30	13	5	3	9	0	0	0
CNC05750_2	1706082	1706082	1	-	cdsE	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CNC05750_3	1706137	1706137	1	-	cdsI	0	0	0	0	0	0	0	0	0	2	1	3	1	2	2	0	0	0
CNC05755_1	1708061	1708041	21	-	utr3E	35	24	22	13	13	10	23	19	20	47	48	42	15	18	12	0	0	0
CNC05755_2	1708120	1708120	1	-	utr3E	7	7	4	6	2	4	4	1	6	6	3	4	2	4	1	0	0	0
CNC05755_3	1709423	1709393	31	-	utr5E	38	16	9	0	0	0	32	39	46	18	31	16	0	0	0	19	2	5
CNC05780_1	1713346	1713318	29	-	utr3E	25	51	31	16	8	12	26	24	37	78	84	77	30	16	29	25	19	22
CNC05780_2	1714654	1714648	7	-	cdsE	15	8	8	0	0	0	1	1	5	3	1	3	2	1	3	10	5	16
CNC05820_1	1725536	1725522	15	-	utr3E	94	38	24	55	36	26	29	19	22	56	49	33	41	40	27	11	8	6
CNC05820_2	1727613	1727587	27	-	cdsI	263	125	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNC05830_1	1727865	1727852	14	-	utr3E	9357	6695	4559	3564	2087	1501	2991	2556	3566	3014	3381	2610	3356	2248	2336	671	313	518
CNC05850_1	1731545	1731469	77	-	utr3E	155	138	67	94	61	33	60	26	56	85	64	57	54	51	50	42	19	33
CNC05880_1	1739875	1739870	6	-	utr3E	87	48	32	42	26	20	32	15	16	45	50	40	57	39	27	6	3	2
CNC05900_1	1742890	1742859	32	-	utr3E	314	826	663	922	617	465	270	224	300	404	392	370	301	202	191	827	536	782
CNC05900_2	1742987	1742948	40	-	utr3E	20	8	6	50	31	32	9	6	10	20	13	16	9	9	11	260	171	238
CNC05920_1	1751674	1751670	5	-	utr3E	189	97	73	136	89	72	112	108	175	127	137	101	60	66	56	28	15	23
CNC05930_1	1754168	1754140	29	-	utr3E	213	78	49	122	96	68	39	31	40	63	81	78	64	67	55	22	15	21
CNC05930_2	1756232	1756204	29	-	utr5I	56	26	17	5	11	2	91	70	110	50	67	43	12	16	16	141	38	64
CNC05960_1	1760987	1760971	17	-	utr3E	22	21	13	15	19	17	30	13	35	40	42	40	10	5	11	24	18	25
CNC05970_1	1762228	1762172	57	-	utr3E	68	49	34	30	31	19	50	63	100	86	99	99	48	26	36	5	2	10
CNC05970_2	1762383	1762360	24	-	utr3E	12	15	9	5	4	2	0	0	0	1	2	2	0	0	0	0	0	0
CNC05970_3	1762982	1762956	27	-	cdsE	36	29	21	11	12	10	10	17	29	16	31	28	18	15	16	5	2	5
CNC05980_1	1766654	1766642	13	-	utr3E	3122	1824	1198	1242	672	598	1200	1093	1635	2065	2533	2056	1404	1158	1028	338	196	284
CNC05990_1	1768570	1768526	45	-	utr3E	60	43	37	71	54	35	21	19	18	70	66	57	44	41	39	7	2	9
CNC05990_2	1768649	1768622	28	-	utr3E	768	524	409	513	415	286	801	737	961	622	783	579	508	287	285	163	92	99
CNC06000_1	1769898	1769890	9	-	utr3E	25	13	6	126	77	48	15	20	19	30	40	18	23	9	8	2	1	1
CNC06000_2	1769967	1769965	3	-	utr3E	5	6	4	11	6	5	2	3	5	1	1	1	2	1	1	0	0	0
CNC06000_3	1772820	1772820	1	-	cdsI	0	0	0	3	3	2	0	0	0	4	12	6	0	0	0	0	0	0
CNC06010_1	1773509	1773468	42	-	utr3E	966	363	243	594	313	298	101	128	163	198	208	192	102	116	100	207	123	167
CNC06030_1	1778709	1778669	41	-	utr3E	93	92	70	27	26	15	39	38	49	52	64	42	43	55	47	34	25	32
CNC06030_2	1778835	1778835	1	-	cdsE	0	0	0	0	0	0	0	0	0	7	4	6	7	1	2	0	0	0
CNC06080_1	1787051	1787039	13	-	utr3I	163	99	80	41	34	28	33	32	45	53	54	31	31	26	22	31	18	30
CNC06080_2	1789397	1789397	1	-	cdsI	0	0	0	0	0	0	1	5	1	9	6	5	0	0	0	3	2	2
CNC06100_1	1793822	1793742	81	-	utr3E	31294	20076	14211	7990	8113	5315	5640	4909	6281	7492	6952	5592	13559	7841	7097	6755	3556	4394
CNC06120_1	1797537	1797497	41	-	utr3E	60	80	49	0	0	0	137	160	199	91	164	141	10	12	11	0	0	0
CNC06120_2	1797913	1797913	1	-	cdsI	3	2	2	0	0	0	0	0	0	14	24	16	0	0	0	0	0	0
CNC06140_1	1798526	1798526	1	-	utr3E	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNC06140_2	1798996	1798898	99	-	utr3E	84	87	38	19	15	11	21	24	35	34	32	15	46	31	41	10	4	9
CNC06160_1	1802072	1802058	15	-	utr3E	52	24	13	43	21	19	9	13	11	8	12	9	32	36	25	14	15	29
CNC06160_2	1802437	1802437	1	-	cdsI	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0
CNC06190_1	1807839	1807807	33	-	utr3E	229	142	89	108	80	60	91	74	112	72	77	75	118	86	113	38	23	31
CNC06190_2	1809617	1809617	1	-	utr5E	5	4	4	0	0	0	3	1	5	4	9	12	9	4	6	0	0	0
CNC06210_1	1810586	1810581	6	-	utr3E	14	3	7	10	6	3	13	10	15	6	5	1	0	0	0	13	10	11
CNC06210_2	1811775	1811775	1	-	utr5E	2	1	2	0	0	0	5	5	5	3	4	1	0	0	0	8	6	4
CNC06220_1	1812303	1812299	5	-	utr3E	65	42	40	23	15	12	1	1	4	18	8	9	6	9	8	52	25	51
CNC06220_2	1812303	1812303	1	-	utr3E	0	0	0	23	15	12	1	1	4	0	0	0	6	9	8	0	0	0
CNC06220_3	1813507	1813507	1	-	cdsE	2	3	3	0	0	0	3	2	2	0	0	0	0	0	0	5	2	3
CNC06240_1	1821582	1821561	22	-	utr3E	97	66	43	38	29	22	48	48	63	135	141	100	52	25	43	8	5	7
CNC06260_1	1831782	1831672	111	-	utr3E	13038	9781	6418	896	459	313	4125	3796	6391	6899	7544	6075	1593	882	955	509	237	310
CNC06280_1	1834151	1834078	74	-	utr3E	1503	694	429	918	512	440	725	835	1426	1149	1369	993	671	755	594	1358	922	1266
CNC06295_1	1838611	1838611	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNC06310_1	1841445	1841431	15	-	utr3E	1392	913	626	595	320	210	201	165	279	386	394	310	464	482	492	170	126	206
CNC06320_1	1843291	1843159	133	-	utr3E	105	70	47	120	77	83	134	125	145	85	115	99	43	56	41	24	22	38
CNC06340_1	1846486	1846478	9	-	utr3E	96	44	48	109	81	76	29	26	41	35	29	25	36	38	37	58	37	61
CNC06350_1	1848190	1848146	45	-	utr3E	342	159	131	106	73	57	89	86	99	91	84	57	135	124	116	63	33	33
CNC06370_1	1851966	1851947	20	-	utr3E	703	298	219	430	169	153	129	93	147	162	148	159	75	83	105	163	112	171
CNC06390_1	1855720	1855709	12	-	utr3E	36	18	15	20	19	13	6	1	7	8	13	13	9	6	12	3	2	2
CNC06390_2	1855820	1855816	5	-	cdsE	24	11	9	11	23	9	6	5	9	15	15	15	22	14	8	5	1	2
CNC06410_1	1860138	1860092	47	-	utr3E	54	45	24	13	12	5	32	23	30	34	38	27	22	12	10	26	19	32
CNC06410_2	1860216	1860216	1	-	cdsE	0	0	0	0	0	0	1	2	1	1	5	2	5	1	1	0	0	0
CNC06410_3	1863095	1863092	4	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	7
CNC06425_1	1865253	1865220	34	-	utr3E	35	16	12	5	1	4	24	19	32	33	49	39	20	11	20	14	8	14
CNC06425_2	1866590	1866564	27	-	utr5E	4	1	1	0	0	0	8	14	7	4	2	1	1	2	1	44	12	12
CNC06460_1	1878437	1878424	14	-	utr3E	30	20	14	16	13	5	29	31	23	30	27	21	24	17	28	9	4	8
CNC06460_2	1878598	1878588	11	-	utr3E	1	4	3	1	1	2	23	19	31	13	18	15	29	8	12	0	0	0
CNC06460_3	1878756	1878752	5	-	utr3E	0	0	0	2	1	1	4	1	4	7	4	4	6	6	11	1	1	1
CNC06460_4	1878846	1878815	32	-	utr3E	8	4	2	0	0	0	13	10	13	15	18	14	9	6	6	9	2	4
CNC06490_1	1892485	1892413	73	-	utr3E	277	175	102	143	96	70	232	239	386	250	214	213	123	82	96	27	15	12
CNC06490_2	1892577	1892561	17	-	utr3E	38	26	14	6	7	1	4	1	2	9	11	3	4	5	4	1	1	3
CNC06490_3	1896181	1896181	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	4	5
CNC06500_1	1896415	1896376	40	-	utr3E	157	98	44	85	33	29	46	44	80	61	80	65	58	44	40	48	27	30
CNC06520_1	1906135	1906054	82	-	utr3E	169	125	78	148	110	83	66	75	88	104	87	85	39	42	38	155	65	75
CNC06520_2	1906625	1906578	48	-	cdsE	0	0	0	1	4	1	3	6	2	4	2	2	1	2	2	0	0	0
CNC06520_3	1911587	1911587	1	-	utr5E	0	0	0	0	0	0	5	6	4	2	4	1	0	0	0	10	1	4
CNC06520_4	1911739	1911688	52	-	utr5E	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	42	37	44
CNC06570_1	1923393	1923391	3	-	utr3E	6	5	4	16	5	6	31	19	51	10	9	9	12	11	4	8	7	6
CNC06570_2	1923512	1923509	4	-	utr3E	4	1	2	7	2	2	11	8	11	2	4	3	3	1	1	8	3	13
CNC06570_3	1923677	1923660	18	-	utr3E	6	4	2	0	0	0	7	3	4	5	8	8	0	0	0	0	0	0
CNC06570_4	1925334	1925318	17	-	utr5E	20	7	7	5	11	4	22	25	37	23	40	15	17	4	6	294	127	184
CNC06600_1	1929934	1929890	45	-	utr3E	83	98	53	92	51	33	42	57	73	72	76	44	66	43	43	98	63	78
CNC06620_1	1933398	1933396	3	-	utr3E	3	3	3	11	9	6	0	0	0	5	7	6	0	0	0	1	2	3
CNC06640_1	1937577	1937556	22	-	utr3E	487	306	204	335	235	201	163	116	140	448	440	354	338	203	198	106	41	64
CNC06650_1	1939939	1939892	48	-	utr3E	187	127	85	21	16	9	67	54	92	106	144	95	64	56	51	44	26	35
CNC06680_1	1948239	1948165	75	-	utr3E	194	98	75	182	124	108	124	100	177	116	129	99	53	20	37	66	33	48
CNC06690_1	1950661	1950609	53	-	utr3E	259	61	65	3994	2583	2119	10	15	16	160	173	152	75	57	56	300	174	240
CNC06720_1	1967210	1967210	1	-	utr3E	0	0	0	0	0	0	1	3	4	1	5	1	0	0	0	0	0	0
CNC06720_2	1967537	1967537	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0
CNC06720_3	1968599	1968599	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
CNC06740_1	1973011	1973007	5	-	utr3E	11	1	2	10	4	5	0	0	0	0	0	0	0	0	0	3	1	3
CNC06740_2	1973015	1973015	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
CNC06740_3	1973135	1973127	9	-	utr3E	1	1	1	15	8	5	4	2	7	0	0	0	0	0	0	0	0	0
CNC06780_1	1983282	1983246	37	-	utr3E	172	110	77	165	112	77	72	68	97	111	95	86	72	69	61	57	27	68
CNC06780_2	1983412	1983368	45	-	cdsE	9	2	5	3	7	4	14	5	12	17	18	12	17	14	18	5	3	3
CNC06800_1	1987924	1987854	71	-	utr3E	2	7	1	18	13	13	5	7	12	18	19	18	2	4	2	0	0	0
CNC06800_2	1989890	1989890	1	-	utr5E	0	0	0	0	0	0	4	4	5	1	3	3	0	0	0	5	1	3
CNC06840_1	1999353	1999352	2	-	utr3E	22	16	8	7	5	4	3	5	4	13	12	6	8	4	8	3	2	6
CNC06840_2	1999353	1999353	1	-	utr3E	22	16	8	7	5	4	3	5	4	0	0	0	8	4	8	3	2	6
CNC06850_1	2002180	2002147	34	-	utr3E	49	37	29	62	30	22	26	22	25	145	151	159	102	68	60	87	50	79
CNC06850_2	2003780	2003716	65	-	utr5E	21	4	6	85	53	35	0	0	0	13	21	16	9	2	2	0	0	0
CNC06870_1	2008785	2008785	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0
CNC06880_1	2014886	2014874	13	-	utr3E	872	574	436	358	203	156	411	433	547	957	969	886	313	194	201	145	82	121
CNC06900_1	2019722	2019716	7	-	utr3E	8	6	1	9	4	5	0	0	0	9	14	9	9	8	5	0	0	0
CNC06920_1	2021882	2021882	1	-	utr3E	0	0	0	11	6	3	0	0	0	3	5	3	0	0	0	0	0	0
CNC06940_1	2027756	2027627	130	-	utr3E	52626	28114	19269	13053	9771	7346	6157	4858	6683	7115	7072	6068	19300	12522	11496	5156	2538	3930
CNC06970_1	2035951	2035947	5	-	utr3E	40	35	29	19	14	10	17	13	18	30	28	25	33	22	21	0	0	0
CNC06970_2	2036029	2036005	25	-	utr3E	10	7	5	7	5	4	7	4	4	10	15	4	1	3	4	2	1	1
CNC06970_3	2036208	2036198	11	-	utr3E	27	7	6	12	9	5	7	5	3	14	11	13	10	12	8	8	6	10
CNC06970_4	2036208	2036208	1	-	utr3E	0	0	0	0	0	0	7	5	3	0	0	0	0	0	0	0	0	0
CNC06980_1	2039783	2039763	21	-	utr3E	268	159	125	170	81	50	219	138	299	412	455	356	196	143	147	89	48	52
CNC07010_1	2045450	2045450	1	-	utr3E	3	4	3	1	3	1	0	0	0	8	6	4	4	3	1	0	0	0
CNC07010_2	2045558	2045519	40	-	utr3E	6	8	2	6	4	7	0	0	0	16	15	22	4	8	7	0	0	0
CNC07010_3	2045632	2045632	1	-	cdsE	2	1	1	0	0	0	0	0	0	2	1	4	1	2	2	0	0	0
CNC07030_1	2053213	2053171	43	-	utr3E	87	52	32	56	24	16	98	119	114	63	84	66	33	28	23	35	28	37
CNC07030_2	2054599	2054542	58	-	cdsE	34	26	18	9	11	9	43	28	57	21	22	40	25	26	27	8	4	6
CNC07030_3	2055588	2055588	1	-	cdsE	13	9	7	4	2	1	12	11	15	16	14	12	7	4	7	4	2	1
CNC07080_1	2073095	2073092	4	-	utr3E	201	175	113	61	49	33	17	19	20	24	16	14	21	5	21	115	81	119
CNC07095_1	2078180	2078180	1	-	utr3E	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	5	3	1
CNC07095_2	2078500	2078500	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
CNC07095_3	2078711	2078704	8	-	utr3E	6	5	6	77	49	44	0	0	0	1	2	1	4	4	5	1	1	4
CNC07095_4	2079710	2079710	1	-	cdsE	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNC07095_5	2079934	2079934	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
CNC07110_1	2081521	2081512	10	-	utr3E	549	311	272	320	213	108	144	118	191	214	204	166	174	112	117	60	52	86
CNC07110_2	2081586	2081586	1	-	utr3E	0	0	0	0	0	0	48	27	65	52	49	45	45	47	50	0	0	0
CNC07130_1	2085612	2085612	1	-	utr3E	4	3	2	3	9	5	10	2	7	0	0	0	3	1	3	0	0	0
CND00100_1	32300	32230	71	-	utr3E	96	38	37	142	90	59	18	18	21	33	41	29	54	52	47	25	21	24
CND00100_2	33218	33213	6	-	cdsE	11	4	2	23	14	17	19	9	16	23	30	16	29	17	16	3	3	1
CND00100_3	35845	35838	8	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	3
CND00120_1	41800	41781	20	-	utr3E	12	15	6	28	18	11	31	16	29	35	29	21	29	15	32	0	0	0
CND00120_2	41973	41953	21	-	utr3E	14	10	13	71	32	32	52	47	68	73	86	39	56	31	55	0	0	0
CND00120_3	44651	44651	1	-	utr5E	2	2	1	6	4	2	0	0	0	2	5	3	0	0	0	6	5	6
CND00160_1	52937	52844	94	-	utr3E	463	246	164	160	77	62	171	146	213	208	204	200	242	173	218	28	20	34
CND00180_1	56659	56542	118	-	utr3E	400	305	215	1443	925	647	657	547	825	608	731	610	325	243	276	669	410	704
CND00200_1	66193	66186	8	-	utr3E	9	12	9	0	0	0	48	39	66	29	20	25	16	11	14	1	3	1
CND00200_2	66306	66304	3	-	cdsE	0	0	0	0	0	0	10	10	11	3	4	4	0	0	0	0	0	0
CND00220_1	74252	74235	18	-	utr3E	0	0	0	28	22	9	0	0	0	0	0	0	0	0	0	0	0	0
CND00220_2	74935	74862	74	-	utr5E	2	2	1	15	7	8	0	0	0	5	3	4	0	0	0	7	5	5
CND00220_3	75053	75024	30	-	utr5E	0	0	0	0	0	0	0	0	0	1	3	1	4	1	1	6	2	3
CND00220_4	75158	75124	35	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3
CND00220_5	75281	75272	10	-	utr5E	0	0	0	0	0	0	6	11	14	5	9	7	0	0	0	16	5	8
CND00260_1	79853	79850	4	-	utr3E	23	10	9	40	11	16	4	3	10	41	56	40	7	4	3	5	4	2
CND00260_2	80350	80343	8	-	utr3I	4	8	3	15	10	6	6	2	6	9	15	18	0	0	0	0	0	0
CND00260_3	80350	80350	1	-	utr3I	4	8	3	0	0	0	6	2	6	0	0	0	0	0	0	0	0	0
CND00260_4	80718	80714	5	-	utr3E	21	8	5	29	28	11	17	15	25	19	27	13	8	7	5	0	0	0
