name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_07522_1	727180	727060	121	-	utr5E	467	509	402	485	488	410	175	119	118	185	76	103
CNAG_07524_1	887334	887288	47	-	utr5E	279	294	223	246	206	188	290	260	248	160	73	130
CNAG_07526_1	998135	998086	50	-	cdsE	0	0	0	4	6	7	1	3	1	9	8	5
CNAG_07526_2	998621	998594	28	-	utr5E	0	0	0	5	3	3	0	0	0	9	6	13
CNAG_07528_1	1070869	1070869	1	-	cdsE	0	0	0	8	8	6	0	0	0	3	7	1
CNAG_07528_2	1072168	1072146	23	-	utr5E	44	55	48	45	24	38	52	62	48	31	23	16
CNAG_07529_1	1119682	1119682	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	3	1
CNAG_07529_2	1119908	1119908	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_07529_3	1121072	1121026	47	-	cdsE	0	0	0	2	6	4	0	0	0	0	0	0
CNAG_07529_4	1121187	1121154	34	-	cdsE	1	4	1	7	10	9	0	0	0	0	0	0
CNAG_07529_5	1121291	1121272	20	-	cdsE	5	6	6	0	0	0	0	0	0	0	0	0
CNAG_07529_6	1121422	1121388	35	-	utr5E	25	45	31	11	17	9	17	17	17	3	3	1
CNAG_07531_1	1126667	1126578	90	-	utr5E	92	151	134	95	66	72	188	168	150	51	35	59
CNAG_07532_1	1127306	1127254	53	-	cdsE	0	0	0	0	0	0	0	0	0	4	5	6
CNAG_07532_2	1128557	1128513	45	-	utr5E	157	135	130	57	42	42	73	59	65	45	25	40
CNAG_07534_1	1129983	1129983	1	-	cdsE	0	0	0	5	7	4	0	0	0	1	2	1
CNAG_07534_2	1131780	1131754	27	-	cdsE	31	35	27	3	4	1	4	4	7	4	4	3
CNAG_07534_3	1132514	1132474	41	-	cdsE	0	0	0	0	0	0	0	0	0	9	5	3
CNAG_07534_4	1132631	1132531	101	-	cdsE	0	0	0	16	11	7	10	6	4	25	19	21
CNAG_07534_5	1134383	1134300	84	-	utr5E	39	39	30	8	9	14	7	10	6	7	9	11
CNAG_07536_1	1136814	1136758	57	-	utr5E	210	320	396	122	143	100	190	235	176	211	129	191
CNAG_07538_1	1141284	1141059	226	-	utr5E	995	846	525	812	660	646	935	690	617	506	277	361
CNAG_07539_1	1144810	1144788	23	-	cdsE	28	24	16	7	15	6	15	11	13	71	50	49
CNAG_07539_2	1145473	1145205	269	-	cdsE	435	504	398	333	316	218	222	238	195	452	338	317
CNAG_07539_3	1145972	1145943	30	-	utr5E	32	22	22	24	37	22	48	33	24	33	32	49
CNAG_07540_1	1148423	1148308	116	-	cdsE	0	0	0	0	0	0	9	9	7	21	12	17
CNAG_07540_2	1149570	1149486	85	-	utr5E	77	79	75	30	51	26	111	81	68	32	21	27
CNAG_07541_1	1153758	1153520	239	-	utr5E	1030	1519	1222	1354	1139	1320	1004	1084	1157	999	718	910
CNAG_07545_1	1162287	1162227	61	-	cdsE	2	1	2	6	4	4	0	0	0	0	0	0
CNAG_07545_2	1163776	1163711	66	-	utr5E	33	71	59	27	18	30	71	75	53	45	36	53
CNAG_07547_1	1166629	1166553	77	-	cdsE	158	244	193	65	47	46	166	174	163	205	153	130
CNAG_07547_2	1167435	1167287	149	-	utr5E	351	482	579	321	253	266	678	730	585	452	267	390
CNAG_07548_1	1168196	1168196	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_07548_2	1168320	1168320	1	-	cdsE	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_07548_3	1168348	1168321	28	-	cdsE	2	2	2	4	3	3	0	0	0	0	0	0
CNAG_07548_4	1168736	1168736	1	-	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_07548_5	1169307	1169271	37	-	utr5E	13	23	17	6	7	5	9	5	8	3	4	4
CNAG_07551_1	1178557	1178465	93	-	utr5E	1325	1658	1431	1342	1522	1489	811	643	713	870	485	647
CNAG_07553_1	1189028	1189026	3	-	cdsE	7	5	5	4	1	4	4	1	2	7	3	4
CNAG_07553_2	1189549	1189549	1	-	cdsE	0	0	0	2	1	5	0	0	0	0	0	0
CNAG_07553_3	1190031	1189973	59	-	utr5E	38	47	29	19	24	7	34	36	34	26	21	17
CNAG_07554_1	1192430	1192158	273	-	utr5E	361	439	379	312	238	238	384	366	311	224	190	202
CNAG_07557_1	1202778	1202768	11	-	cdsE	0	0	0	0	0	0	0	0	0	5	2	3
CNAG_07557_2	1203167	1203129	39	-	utr5E	41	52	40	46	43	30	19	20	12	18	24	23
CNAG_07558_1	1204843	1204598	246	-	utr5E	30343	39729	33794	41353	35822	26193	6524	6549	7296	8747	4292	5572
CNAG_07559_1	1206423	1206272	152	-	utr5E	1031	709	461	1267	1053	722	496	385	345	724	428	546
CNAG_07563_1	1217216	1217216	1	-	cdsE	0	0	0	4	5	6	0	0	0	0	0	0
CNAG_07563_2	1217262	1217234	29	-	cdsE	0	0	0	0	0	0	2	2	3	0	0	0
CNAG_07563_3	1217461	1217461	1	-	cdsE	0	0	0	0	0	0	1	1	1	3	1	1
CNAG_07563_4	1217548	1217520	29	-	cdsE	0	0	0	3	3	6	2	2	2	0	0	0
CNAG_07563_5	1218678	1218678	1	-	cdsE	0	0	0	2	1	4	0	0	0	0	0	0
CNAG_07563_6	1218698	1218690	9	-	cdsE	3	9	4	0	0	0	0	0	0	1	4	4
CNAG_07563_7	1218779	1218752	28	-	cdsE	0	0	0	2	6	3	0	0	0	0	0	0
CNAG_07563_8	1218955	1218894	62	-	utr5E	39	34	30	11	5	6	10	14	11	6	10	6
CNAG_07564_1	1219509	1219428	82	-	cdsE	0	0	0	1	1	2	2	2	2	26	21	23
CNAG_07564_2	1219762	1219572	191	-	cdsI	4	1	1	26	19	20	16	11	10	43	33	28
CNAG_07564_3	1221667	1221600	68	-	utr5E	84	71	51	73	44	28	71	69	58	65	47	45
CNAG_07566_1	1223934	1223834	101	-	cdsE	1	1	1	0	0	0	0	0	0	6	8	7
CNAG_07566_2	1225345	1225334	12	-	cdsE	0	0	0	0	0	0	11	12	9	2	1	3
CNAG_07566_3	1225548	1225533	16	-	utr5E	76	65	41	35	38	38	59	48	31	18	13	10
CNAG_07570_1	1230648	1230465	184	-	utr5E	745	462	287	920	1086	626	474	268	263	583	231	356
CNAG_07572_1	1236041	1235967	75	-	utr5E	121	154	212	96	81	78	172	131	168	106	57	51
CNAG_07580_1	1422686	1422566	121	-	cdsE	0	0	0	1	1	1	0	0	0	27	9	18
CNAG_07580_2	1422911	1422776	136	-	cdsE	3	8	6	2	4	2	3	4	4	36	30	36
CNAG_07580_3	1425829	1425829	1	-	cdsE	3	15	15	1	5	2	4	5	4	5	4	1
CNAG_07580_4	1426549	1426513	37	-	utr5E	40	55	37	17	17	17	16	16	21	3	2	6
CNAG_07583_1	1560409	1560409	1	-	cdsE	0	0	0	4	2	2	0	0	0	0	0	0
CNAG_07583_2	1561585	1561558	28	-	utr5E	41	50	13	14	15	12	14	16	13	13	3	10
CNAG_07970_1	1227630	1227374	257	-	cdsE	1	1	1	4	4	3	53	43	34	49	27	28
CNAG_07970_2	1229569	1229504	66	-	utr5E	127	134	121	29	23	18	596	503	470	140	84	112
CNAG_07971_1	1366789	1366768	22	-	cdsE	0	0	0	8	5	15	1	1	3	4	6	2
CNAG_07971_2	1367001	1366994	8	-	utr5E	0	0	0	0	0	0	10	14	10	1	3	1
CNAG_07971_3	1367739	1367692	48	-	utr5E	20	22	24	14	19	15	89	82	54	15	15	23
CNAG_04934_1	16876	16793	84	-	utr5E	111	80	73	100	76	80	86	72	62	57	28	62
CNAG_04936_1	19711	19630	82	-	cdsE	0	0	0	0	0	0	1	1	1	17	14	13
CNAG_04936_2	22499	22462	38	-	utr5E	113	150	124	52	73	40	41	33	27	27	20	28
CNAG_04938_1	25444	25165	280	-	cdsE	279	287	145	317	255	220	176	176	170	699	388	468
CNAG_04938_2	26313	26099	215	-	utr5E	626	843	523	1528	1264	1020	500	558	638	740	485	606
CNAG_04943_1	41048	40679	370	-	cdsE	1	1	1	15	19	25	94	108	104	414	317	286
CNAG_04943_2	42027	41810	218	-	cdsE	11	12	9	14	13	13	48	49	37	262	137	122
CNAG_04943_3	44028	43824	205	-	utr5E	143	152	84	154	110	135	268	233	205	307	193	253
CNAG_04944_1	47922	47758	165	-	utr5E	297	330	310	742	712	589	815	717	908	517	287	410
CNAG_04944_2	48045	48007	39	-	utr5E	122	147	84	76	67	67	168	139	121	109	73	85
CNAG_04946_1	51078	51068	11	-	cdsI	2	2	1	1	3	1	4	5	6	2	2	5
CNAG_04946_2	52402	52291	112	-	utr5E	25	33	25	1	2	2	14	11	10	9	5	5
CNAG_04949_1	58551	58551	1	-	cdsE	0	0	0	2	2	3	0	0	0	1	1	1
CNAG_04949_2	59050	59050	1	-	cdsE	1	2	1	0	0	0	3	3	2	0	0	0
CNAG_04949_3	59077	59077	1	-	cdsE	0	0	0	3	2	2	0	0	0	0	0	0
CNAG_04949_4	59424	59424	1	-	cdsE	0	0	0	2	4	3	0	0	0	1	2	1
CNAG_04949_5	60280	60250	31	-	utr5E	12	17	12	6	7	7	15	9	11	4	3	10
CNAG_04951_1	63351	63294	58	-	utr5E	100	162	125	92	73	81	80	66	62	124	62	101
CNAG_04955_1	74446	74446	1	-	cdsE	14	62	55	16	20	14	34	55	47	13	33	12
CNAG_04955_2	74594	74539	56	-	utr5E	94	105	67	107	138	97	81	83	36	79	51	66
CNAG_04957_1	77232	77197	36	-	utr5E	40	41	26	19	12	11	25	25	23	12	16	10
CNAG_04958_1	77616	77536	81	-	cdsE	1	4	3	10	9	6	2	2	3	17	15	11
CNAG_04958_2	77675	77668	8	-	cdsE	6	19	10	4	4	10	3	4	2	12	12	14
CNAG_04958_3	77860	77745	116	-	cdsE	0	0	0	17	26	25	2	1	3	40	31	40
CNAG_04958_4	79318	79278	41	-	utr5E	13	14	6	13	9	11	5	7	10	13	8	8
CNAG_04962_1	90810	90592	219	-	utr5E	542	542	381	334	371	234	149	139	114	502	202	356
CNAG_04967_1	106872	106872	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_04968_1	110428	110428	1	-	cdsE	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_04968_2	111044	110993	52	-	utr5E	24	26	22	16	21	13	31	42	26	16	7	14
CNAG_04969_1	113825	113616	210	-	utr5E	1160	1976	1550	1479	1236	1369	794	854	845	911	552	717
CNAG_04974_1	125486	125395	92	-	cdsE	1	1	1	0	0	0	0	0	0	6	5	4
CNAG_04974_2	126223	126130	94	-	cdsE	0	0	0	12	10	12	3	2	2	12	11	19
CNAG_04974_3	126759	126759	1	-	cdsE	0	0	0	5	1	2	6	8	5	2	3	1
CNAG_04974_4	127083	127037	47	-	utr5E	55	32	40	57	31	35	29	25	29	22	12	14
CNAG_04975_1	128543	128468	76	-	cdsE	1	1	1	11	9	7	0	0	0	14	11	10
CNAG_04975_2	129308	129308	1	-	utr5E	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_04976_1	129675	129675	1	-	cdsE	0	0	0	2	3	2	0	0	0	2	2	4
CNAG_04976_2	129831	129831	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	1	2
CNAG_04976_3	131042	130980	63	-	utr5E	143	190	170	140	103	123	32	38	25	9	12	11
CNAG_04979_1	134062	134031	32	-	cdsE	0	0	0	3	1	1	0	0	0	16	11	7
CNAG_04979_2	134345	134345	1	-	cdsE	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_04979_3	134355	134346	10	-	cdsE	0	0	0	4	4	3	0	0	0	1	1	1
CNAG_04979_4	134356	134356	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04979_5	134629	134629	1	-	cdsE	0	0	0	1	2	2	0	0	0	1	1	1
CNAG_04979_6	135039	135039	1	-	cdsE	0	0	0	3	1	1	0	0	0	3	1	1
CNAG_04979_7	135309	135309	1	-	cdsE	1	1	1	0	0	0	1	2	1	0	0	0
CNAG_04979_8	135435	135413	23	-	cdsE	0	0	0	0	0	0	3	4	2	0	0	0
CNAG_04979_9	135565	135536	30	-	cdsE	0	0	0	2	2	1	1	3	5	22	26	22
CNAG_04980_1	137174	137122	53	-	utr5E	121	108	107	30	31	36	60	41	38	71	47	62
CNAG_04984_1	149009	148908	102	-	utr5E	1094	1335	1081	1117	834	896	532	512	594	398	264	321
CNAG_04986_1	151912	151755	158	-	utr5E	213	294	198	181	138	139	128	132	118	133	91	133
CNAG_04987_1	155238	155161	78	-	utr5E	113	115	88	85	51	65	92	78	62	36	22	29
CNAG_04990_1	162390	162325	66	-	cdsE	0	0	0	3	3	3	6	4	8	2	2	2
CNAG_04990_2	162736	162705	32	-	cdsE	11	13	13	2	2	2	1	2	2	0	0	0
CNAG_04990_3	162930	162877	54	-	cdsE	9	8	11	0	0	0	1	2	1	1	1	1
CNAG_04990_4	162983	162983	1	-	cdsE	0	0	0	0	0	0	2	1	2	0	0	0
CNAG_04990_5	163068	163059	10	-	cdsE	0	0	0	2	6	3	0	0	0	0	0	0
CNAG_04990_6	163230	163200	31	-	cdsE	0	0	0	4	4	5	0	0	0	0	0	0
CNAG_04990_7	163762	163736	27	-	utr5E	14	8	9	9	6	5	0	0	0	12	10	9
CNAG_04994_1	180029	179993	37	-	utr5E	348	497	526	393	292	245	231	242	194	318	142	201
CNAG_04997_1	185163	185163	1	-	cdsE	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_04997_2	185232	185190	43	-	cdsE	4	16	11	2	3	4	6	4	1	19	12	13
CNAG_04997_3	185342	185309	34	-	cdsE	1	2	2	2	2	1	0	0	0	12	16	9
CNAG_04997_4	185381	185381	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04997_5	185459	185413	47	-	cdsE	0	0	0	4	3	2	0	0	0	2	2	2
CNAG_04997_6	185492	185492	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04997_7	185913	185896	18	-	cdsE	0	0	0	2	3	4	0	0	0	0	0	0
CNAG_05000_1	190835	190818	18	-	cdsE	0	0	0	6	8	5	0	0	0	0	0	0
CNAG_05000_2	191082	191066	17	-	cdsE	2	1	5	0	0	0	0	0	0	5	4	4
CNAG_05000_3	191209	191162	48	-	cdsE	0	0	0	3	7	2	0	0	0	6	8	4
CNAG_05000_4	191508	191483	26	-	cdsE	7	10	7	0	0	0	0	0	0	0	0	0
CNAG_05000_5	191588	191588	1	-	cdsE	0	0	0	0	0	0	3	2	1	0	0	0
CNAG_05000_6	192463	192361	103	-	cdsE	22	25	28	4	5	3	8	15	10	16	13	14
CNAG_05000_7	192557	192514	44	-	cdsE	0	0	0	7	9	5	0	0	0	0	0	0
CNAG_05000_8	193169	193169	1	-	utr5E	0	0	0	2	5	2	0	0	0	0	0	0
CNAG_05002_1	196097	196059	39	-	cdsE	15	14	14	23	19	22	2	4	5	37	12	30
CNAG_05002_2	196282	196256	27	-	utr5E	0	0	0	10	10	8	1	2	1	2	3	2
CNAG_05003_1	197955	197742	214	-	cdsE	0	0	0	0	0	0	4	5	5	64	34	34
CNAG_05003_2	199382	199246	137	-	utr5E	52	47	44	20	12	14	198	103	88	59	40	37
CNAG_05005_1	204857	204824	34	-	cdsE	0	0	0	3	2	2	0	0	0	7	2	11
CNAG_05005_2	204958	204958	1	-	cdsE	0	0	0	13	14	10	0	0	0	3	9	1
CNAG_05005_3	207977	207864	114	-	utr5E	168	117	61	70	48	44	123	105	92	61	43	44
CNAG_05007_1	211971	211968	4	-	cdsE	3	3	6	0	0	0	0	0	0	0	0	0
CNAG_05007_2	212015	211979	37	-	cdsE	0	0	0	3	4	3	0	0	0	0	0	0
CNAG_05007_3	212193	212193	1	-	cdsE	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_05007_4	212561	212561	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05007_5	213362	213330	33	-	utr5E	37	19	20	10	7	9	20	8	9	0	0	0
CNAG_05011_1	222706	222523	184	-	utr5E	684	573	410	380	298	258	353	374	272	299	94	237
CNAG_05017_1	238122	238103	20	-	utr5E	9	10	14	6	4	4	12	15	14	8	5	4
CNAG_05018_1	238698	238682	17	-	cdsI	0	0	0	2	8	7	0	0	0	20	9	5
CNAG_05018_2	239848	239842	7	-	utr5E	0	0	0	4	7	1	17	9	9	10	6	2
CNAG_05020_1	243158	243112	47	-	cdsE	0	0	0	4	1	1	1	1	1	7	7	8
CNAG_05020_2	243757	243718	40	-	cdsE	0	0	0	0	0	0	6	3	4	0	0	0
CNAG_05020_3	244442	244422	21	-	utr5E	3	6	5	8	7	12	21	13	11	3	2	4
CNAG_05023_1	247693	247531	163	-	cdsE	24	40	32	14	6	17	6	6	6	8	15	11
CNAG_05023_2	247921	247747	175	-	utr5E	154	192	139	126	92	110	111	97	87	66	82	80
CNAG_05026_1	254728	254694	35	-	cdsE	5	4	3	0	0	0	11	14	15	18	11	16
CNAG_05026_2	254950	254803	148	-	utr5E	8	13	13	22	16	18	58	36	60	9	4	11
CNAG_05029_1	260057	259987	71	-	cdsE	12	16	19	14	16	9	23	18	19	42	29	33
CNAG_05029_2	261946	261875	72	-	utr5E	47	40	22	37	19	35	57	42	43	42	44	55
CNAG_05031_1	263850	263723	128	-	cdsE	0	0	0	11	12	12	12	8	9	48	36	27
CNAG_05031_2	264986	264861	126	-	cdsE	60	68	38	77	103	83	16	11	16	25	21	14
CNAG_05031_3	265630	265511	120	-	utr5E	111	123	84	182	146	125	217	244	181	256	179	220
CNAG_05033_1	270263	270162	102	-	utr5E	220	149	104	197	142	120	110	76	63	72	51	89
CNAG_05034_1	274376	274288	89	-	utr5E	129	163	119	91	90	75	88	89	119	126	74	91
CNAG_05036_1	278400	278338	63	-	utr5E	193	244	212	117	95	82	348	261	249	187	150	154
CNAG_05038_1	280941	280941	1	-	cdsE	5	24	11	2	7	6	15	18	17	3	3	1
CNAG_05038_2	281042	281015	28	-	utr5E	93	127	92	108	106	93	131	139	132	89	26	52
CNAG_05041_1	286050	285803	248	-	utr5E	1009	908	695	696	627	631	511	440	323	293	149	230
CNAG_05042_1	288937	288884	54	-	utr5E	62	49	34	28	17	27	41	32	22	28	14	16
CNAG_05044_1	294515	294486	30	-	utr5E	17	14	15	13	12	17	15	13	12	40	32	35
CNAG_05046_1	297587	297539	49	-	cdsE	15	15	26	43	31	40	13	17	21	14	9	13
CNAG_05046_2	298115	298113	3	-	utr5E	0	0	0	0	0	0	2	3	4	0	0	0
CNAG_05049_1	304031	304031	1	-	cdsE	0	0	0	0	0	0	3	1	1	0	0	0
CNAG_05049_2	304129	304111	19	-	cdsI	0	0	0	0	0	0	0	0	0	17	6	11
CNAG_05049_3	304280	304264	17	-	cdsI	1	3	4	10	7	7	1	1	1	45	29	23
CNAG_05049_4	304943	304812	132	-	cdsE	2	9	7	3	2	1	5	6	4	8	9	12
CNAG_05049_5	306850	306838	13	-	utr5E	3	6	4	0	0	0	4	5	1	0	0	0
CNAG_05057_1	319594	319582	13	-	cdsE	0	0	0	18	18	19	0	0	0	6	9	4
CNAG_05057_2	319834	319814	21	-	cdsE	0	0	0	8	7	14	0	0	0	0	0	0
CNAG_05057_3	319934	319934	1	-	cdsE	5	20	14	8	13	11	7	12	6	11	17	5
CNAG_05057_4	320579	320555	25	-	utr5E	23	23	15	19	14	23	12	12	12	24	16	15
CNAG_05058_1	322368	322237	132	-	cdsE	0	0	0	5	20	9	9	6	8	25	17	11
CNAG_05058_2	322790	322754	37	-	cdsE	163	132	111	49	50	54	104	96	83	136	75	103
CNAG_05060_1	326473	326355	119	-	utr5E	376	472	327	279	246	260	192	164	175	118	53	87
CNAG_05063_1	333792	333767	26	-	cdsE	0	0	0	3	2	4	0	0	0	0	0	0
CNAG_05063_2	336983	336983	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_05063_3	337844	337787	58	-	utr5E	78	86	48	17	31	20	43	35	22	14	7	9
CNAG_05066_1	342657	342657	1	-	cdsE	0	0	0	1	2	1	0	0	0	4	3	2
CNAG_05066_2	342833	342817	17	-	cdsE	0	0	0	0	0	0	2	6	2	19	15	11
CNAG_05066_3	342931	342931	1	-	cdsE	2	1	1	0	0	0	0	0	0	2	1	2
CNAG_05066_4	343046	342972	75	-	utr5E	11	9	10	5	3	4	26	19	23	24	19	10
CNAG_05067_1	344472	344472	1	-	cdsE	0	0	0	0	0	0	1	1	2	0	0	0
CNAG_05067_2	344545	344544	2	-	cdsE	0	0	0	6	1	2	6	4	6	6	3	8
CNAG_05067_3	344701	344701	1	-	cdsE	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_05068_1	347537	347401	137	-	utr5E	4432	6119	5362	4556	3739	4099	4260	3720	3760	2949	1582	1977
CNAG_05069_1	348634	348507	128	-	utr5E	281	410	313	406	310	299	169	178	191	190	122	173
CNAG_05070_1	355347	355194	154	-	utr5E	365	293	252	151	153	110	101	110	77	48	42	44
CNAG_05071_1	356561	356561	1	-	cdsE	0	0	0	0	0	0	1	1	1	6	3	1
CNAG_05071_2	356725	356689	37	-	cdsE	0	0	0	0	0	0	0	0	0	6	2	3
CNAG_05071_3	358484	358484	1	-	utr5I	2	1	5	9	8	5	2	2	2	0	0	0
CNAG_05071_4	358577	358540	38	-	utr5E	18	16	6	29	24	22	10	3	8	4	1	2
CNAG_05071_5	359047	359047	1	-	utr5E	0	0	0	1	3	3	1	3	1	3	1	1
CNAG_05072_1	359100	359100	1	-	utr3E	0	0	0	4	1	1	0	0	0	0	0	0
CNAG_05072_2	359112	359112	1	-	utr3E	0	0	0	0	0	0	0	0	0	5	1	2
CNAG_05074_1	368907	368842	66	-	utr5E	371	427	268	290	212	209	282	279	268	162	112	119
CNAG_05076_1	372861	372855	7	-	cdsE	8	6	13	1	1	1	1	1	1	0	0	0
CNAG_05076_2	373468	373468	1	-	cdsI	0	0	0	0	0	0	0	0	0	3	3	4
CNAG_05076_3	373780	373719	62	-	utr5E	73	71	52	31	32	32	99	79	78	34	22	25
CNAG_05079_1	381604	381604	1	-	cdsE	1	1	3	0	0	0	0	0	0	2	1	1
CNAG_05079_2	382355	382355	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05081_1	393873	393599	275	-	utr5E	227	290	234	94	77	81	108	85	57	42	31	58
CNAG_05083_1	396675	396608	68	-	cdsE	0	0	0	2	4	3	4	3	4	28	23	29
CNAG_05083_2	397333	397268	66	-	cdsE	0	0	0	11	4	4	2	2	3	47	34	23
CNAG_05083_3	397764	397618	147	-	cdsE	21	25	23	21	17	15	18	19	15	43	44	28
CNAG_05083_4	398018	397816	203	-	cdsE	159	164	151	43	40	42	40	41	46	17	12	9
CNAG_05083_5	399680	399553	128	-	cdsE	0	0	0	6	4	4	10	7	9	45	24	26
CNAG_05083_6	400277	400184	94	-	utr5E	65	63	71	37	30	26	37	47	40	42	39	50
CNAG_05085_1	403844	403840	5	-	cdsE	0	0	0	0	0	0	2	4	2	0	0	0
CNAG_05085_2	403875	403875	1	-	cdsE	2	1	2	0	0	0	0	0	0	0	0	0
CNAG_05085_3	403881	403877	5	-	cdsE	0	0	0	8	6	6	0	0	0	0	0	0
CNAG_05085_4	404339	404339	1	-	cdsE	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_05085_5	404476	404472	5	-	cdsE	5	6	4	0	0	0	1	1	1	0	0	0
CNAG_05085_6	404548	404548	1	-	cdsE	0	0	0	1	3	1	0	0	0	0	0	0
CNAG_05085_7	404995	404967	29	-	utr5E	9	10	8	0	0	0	6	11	5	0	0	0
CNAG_05085_8	405129	405129	1	-	utr5E	0	0	0	4	8	2	0	0	0	0	0	0
CNAG_05085_9	405140	405140	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	4	1
CNAG_05089_1	412452	412452	1	-	cdsE	0	0	0	2	1	1	1	2	1	1	5	3
CNAG_05089_2	414083	414044	40	-	utr5E	28	17	11	15	7	13	47	43	30	17	15	16
CNAG_05096_1	423601	423601	1	-	utr3E	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_05096_2	423709	423709	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05096_3	423795	423795	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05096_4	424125	423994	132	-	cdsE	4	2	4	26	18	20	8	6	9	1	1	1
CNAG_05096_5	424534	424491	44	-	cdsE	0	0	0	4	3	3	0	0	0	0	0	0
CNAG_05096_6	424663	424623	41	-	cdsE	0	0	0	5	5	5	0	0	0	0	0	0
CNAG_05096_7	424821	424821	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05096_8	424883	424883	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05096_9	424885	424885	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_05098_1	428193	427994	200	-	utr5E	320	379	271	321	255	313	308	303	268	307	205	244
CNAG_05101_1	434665	434636	30	-	cdsE	0	0	0	5	4	8	6	4	5	11	12	7
CNAG_05101_2	435722	435699	24	-	utr5E	118	161	188	51	47	57	82	85	65	29	19	23
CNAG_05102_1	438479	438479	1	-	cdsE	0	0	0	4	8	5	0	0	0	0	0	0
CNAG_05102_2	440922	440846	77	-	utr5E	43	53	38	8	8	7	50	52	47	21	23	26
CNAG_05104_1	442588	442585	4	-	utr3E	0	0	0	0	0	0	0	0	0	6	2	4
CNAG_05104_2	442598	442598	1	-	utr3E	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05104_3	444602	444602	1	-	utr5E	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_05105_1	446356	446011	346	-	cdsE	277	302	250	56	58	59	57	46	47	0	0	0
CNAG_05105_2	447432	447367	66	-	utr5E	324	481	345	287	200	246	166	164	168	143	122	136
CNAG_05107_1	449785	449748	38	-	utr5E	842	925	897	726	651	525	358	343	227	671	263	464
CNAG_05110_1	455680	455520	161	-	utr5E	929	1462	1326	886	764	694	710	595	612	554	303	379
CNAG_05112_1	461040	460898	143	-	utr5E	106	134	87	142	112	125	65	75	60	70	66	59
CNAG_05115_1	469136	469027	110	-	utr5E	280	219	168	56	63	47	286	250	201	255	121	173
CNAG_05116_1	470987	470908	80	-	cdsE	12	17	20	9	5	8	12	10	18	7	3	3
CNAG_05116_2	471097	471052	46	-	cdsE	5	13	7	7	9	5	0	0	0	12	3	7
CNAG_05116_3	471144	471141	4	-	cdsE	0	0	0	4	3	4	0	0	0	0	0	0
CNAG_05116_4	471489	471469	21	-	cdsE	1	1	1	0	0	0	0	0	0	7	3	9
CNAG_05116_5	471604	471578	27	-	cdsE	0	0	0	0	0	0	0	0	0	2	6	3
CNAG_05116_6	471635	471635	1	-	cdsE	0	0	0	5	1	2	0	0	0	0	0	0
CNAG_05116_7	472866	472837	30	-	utr5E	12	8	10	1	1	1	10	5	9	7	4	4
CNAG_05119_1	479754	479682	73	-	utr5E	82	103	47	139	114	156	54	64	63	34	18	30
CNAG_05120_1	482456	482357	100	-	cdsE	0	0	0	4	5	5	0	0	0	14	19	16
CNAG_05120_2	482821	482786	36	-	cdsE	0	0	0	12	6	7	0	0	0	35	27	30
CNAG_05120_3	483746	483681	66	-	utr5E	81	116	115	134	109	108	92	82	96	92	58	81
CNAG_05123_1	489703	489678	26	-	cdsE	6	16	8	0	0	0	0	0	0	3	2	1
CNAG_05123_2	490794	490708	87	-	utr5E	16	37	27	31	34	22	13	18	25	67	55	51
